,300,300,300,300,300,300,,420,420,420,420,420,420,,540,540,540,540,540,540,,660,660,660,660,660,660,,780,780,780,780,780,780,,900,900,900,900,900,900,,1020,1020,1020,1020,1020,1020,,1140,1140,1140,1140,1140,1140,,1260,1260,1260,1260,1260,1260,,1380,1380,1380,1380,1380,1380,,1500,1500,1500,1500,1500,1500
,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD,,VNS,VNS,ABFD,ABFD,FFCD,FFCD
,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count,,Time(s),Bin Count,Time(s),Bin Count,Time(s),Bin Count
17,2.9397068,151,6.00E-04,178,2.75E-04,153,,5.4058174,205,8.76E-04,239,4.90E-04,206,,8.7470748,257,0.0013564,302,6.85E-04,259,,16.860303,314,0.0021444,373,9.97E-04,316,,21.6369903,379,0.0027205,447,0.0013878,382,,25.9335914,439,0.0042941,520,0.0018425,443,,33.3795431,496,0.0060498,582,0.0023593,498,,41.3123077,561,0.0070949,649,0.0042973,561,,59.2294913,611,0.0089774,711,0.0041331,616,,59.3436467,686,0.0111651,803,0.004271,688,,82.6849833,727,0.0121989,857,0.0051599,733
18,2.7930965,152,0.001334,178,2.87E-04,153,,5.3894085,204,8.73E-04,239,4.37E-04,206,,8.9016866,257,0.0013768,302,6.78E-04,259,,16.3570088,314,0.0021892,373,0.0010031,316,,24.0372105,379,0.0034467,447,0.0014557,382,,27.5258764,439,0.0040488,520,0.0017561,443,,31.6409955,497,0.0060811,582,0.0023318,498,,39.5167412,561,0.0067662,649,0.0029691,561,,55.0733717,612,0.0080554,711,0.0033791,616,,58.7755148,686,0.010956,803,0.0047998,688,,71.1773492,727,0.0125192,857,0.0049631,733
19,3.4232758,151,5.54E-04,178,3.08E-04,153,,5.6278607,204,8.57E-04,239,4.76E-04,206,,9.0772438,257,0.0014041,302,6.85E-04,259,,14.4391277,313,0.0023328,373,0.0011686,316,,19.9684333,379,0.003292,447,0.0015513,382,,28.1632901,439,0.0041445,520,0.001793,443,,32.4010845,496,0.0050245,582,0.0023182,498,,39.4526306,561,0.0068723,649,0.002886,561,,60.8223916,610,0.0090426,711,0.0033109,616,,69.7610661,686,0.0112279,803,0.0041631,688,,75.4046701,727,0.0120477,857,0.0047933,733
20,2.7291557,152,6.29E-04,178,3.37E-04,153,,5.4951855,204,8.63E-04,239,4.49E-04,206,,8.4111609,257,0.0013564,302,7.65E-04,259,,14.8700381,313,0.0025177,373,9.65E-04,316,,19.8619672,379,0.0027173,447,0.0014789,382,,27.1522792,439,0.0040207,520,0.0020921,443,,31.8156981,497,0.0053096,582,0.0024754,498,,40.9368137,561,0.0083326,649,0.0035079,561,,54.0961259,612,0.0093102,711,0.0034284,616,,57.9984317,687,0.0104746,803,0.0045112,688,,74.0547161,727,0.0133615,857,0.0048567,733
21,2.9866013,152,5.98E-04,178,3.01E-04,153,,5.2028568,204,8.75E-04,239,4.47E-04,206,,9.0939518,257,0.0013592,302,6.89E-04,259,,14.9815156,312,0.0021714,373,0.0010292,316,,20.6118125,379,0.0028055,447,0.0014145,382,,28.9933296,439,0.003788,520,0.0018564,443,,33.2326146,497,0.0055172,582,0.0022367,498,,43.3557979,561,0.0068498,649,0.0028498,561,,50.9853752,612,0.0083074,711,0.0034278,616,,61.3948497,687,0.0106414,803,0.004354,688,,72.7068441,727,0.0121546,857,0.0049141,733
22,3.1514677,151,5.69E-04,178,2.87E-04,153,,5.220539,204,9.04E-04,239,4.49E-04,206,,8.8690262,257,0.0013761,302,7.07E-04,259,,15.8849779,311,0.0030599,373,0.0010259,316,,20.907113,379,0.0027709,447,0.0013971,382,,25.9944483,438,0.0041652,520,0.0018931,443,,32.2208407,496,0.0057527,582,0.0022785,498,,44.4987805,560,0.0069555,649,0.0028941,561,,53.8438818,611,0.0083396,711,0.0033947,616,,60.6010962,687,0.0108656,803,0.0046143,688,,69.5886082,728,0.0125782,857,0.0048271,733
23,2.9149435,151,5.89E-04,178,2.68E-04,153,,5.2336569,204,9.56E-04,239,4.49E-04,206,,8.9432516,257,0.0014199,302,7.47E-04,259,,14.7993605,314,0.0020954,373,9.93E-04,316,,20.0726213,379,0.0028189,447,0.0014614,382,,27.171137,439,0.003801,520,0.0018246,443,,36.6234489,496,0.0057272,582,0.0022731,498,,44.3265343,561,0.0068111,649,0.0028849,561,,51.8705934,612,0.009408,711,0.0034228,616,,59.05266,686,0.0114762,803,0.0042483,688,,74.8847126,727,0.0124313,857,0.0048015,733
24,3.0433522,152,5.59E-04,178,3.11E-04,153,,5.5204377,204,8.61E-04,239,4.47E-04,206,,8.7133842,257,0.0015749,302,6.89E-04,259,,15.0808987,313,0.0020831,373,0.0012017,316,,22.0626981,379,0.0028223,447,0.0014381,382,,28.8635263,439,0.0045437,520,0.0018992,443,,37.9606076,496,0.0053285,582,0.0023193,498,,45.1596419,561,0.0072781,649,0.0031493,561,,48.9772166,612,0.0091978,711,0.0038,616,,59.6162846,686,0.0110638,803,0.0041764,688,,74.7415766,727,0.012393,857,0.0045885,733
25,2.8557661,151,5.30E-04,178,2.55E-04,153,,6.9870153,204,8.69E-04,239,4.56E-04,206,,8.6368241,257,0.0013647,302,6.90E-04,259,,15.5695262,314,0.0023254,373,0.0011265,316,,19.8068106,379,0.0027798,447,0.001374,382,,29.8069353,439,0.0047006,520,0.0017372,443,,34.7634583,496,0.0051378,582,0.0022879,498,,45.1942875,560,0.0071987,649,0.00323,561,,52.8961027,611,0.0082076,711,0.0033261,616,,59.469528,686,0.0113077,803,0.0044576,688,,70.6468684,727,0.0126202,857,0.0049603,733
26,3.2645657,150,5.94E-04,178,2.85E-04,153,,5.4748318,204,9.34E-04,239,4.34E-04,206,,9.148241,257,0.0014724,302,7.02E-04,259,,15.7564973,312,0.0021781,373,0.0010191,316,,19.672557,379,0.0028615,447,0.0014847,382,,25.7083518,439,0.00465,520,0.0017529,443,,35.1239021,496,0.005685,582,0.0024734,498,,41.778088,560,0.0068228,649,0.0028688,561,,53.2050663,611,0.0093169,711,0.0036368,616,,58.2901912,687,0.0105247,803,0.0041264,688,,70.7786936,728,0.0126125,857,0.0048268,733
27,2.9205325,151,5.73E-04,178,3.20E-04,153,,5.2615164,204,8.89E-04,239,4.33E-04,206,,8.9843138,257,0.0013949,302,6.76E-04,259,,15.7019943,312,0.0021484,373,0.0011022,316,,21.6055296,379,0.0030458,447,0.0014209,382,,25.8286412,438,0.0046506,520,0.0021102,443,,33.5094327,496,0.005011,582,0.0023337,498,,41.9544677,561,0.0072701,649,0.0030092,561,,54.0726897,611,0.0081125,711,0.003699,616,,57.6042396,687,0.0120567,803,0.0042408,688,,73.1618942,727,0.0124776,857,0.0047763,733
28,2.7508056,152,5.22E-04,178,3.16E-04,153,,6.0987497,204,8.63E-04,239,4.42E-04,206,,9.0484281,256,0.0014257,302,7.19E-04,259,,15.9450589,313,0.0021325,373,9.92E-04,316,,18.970313,379,0.0027418,447,0.0013804,382,,26.9378443,439,0.0039656,520,0.0017362,443,,31.8222821,496,0.005182,582,0.0027495,498,,42.2101228,561,0.0073984,649,0.0033238,561,,52.2569308,612,0.0090768,711,0.0034607,616,,60.3468747,686,0.0111357,803,0.0042308,688,,68.713269,728,0.0133758,857,0.0047138,733
29,2.9769798,151,5.34E-04,178,2.86E-04,153,,7.0466358,204,9.38E-04,239,5.34E-04,206,,8.8776483,257,0.0017656,302,7.68E-04,259,,14.0595559,313,0.0022024,373,0.0011156,316,,20.8572658,379,0.002802,447,0.0016467,382,,26.5065871,439,0.0045746,520,0.0018075,443,,33.5638335,497,0.0050603,582,0.0023288,498,,40.8484375,561,0.0071715,649,0.003233,561,,52.6403172,611,0.0084978,711,0.0035245,616,,63.0640423,686,0.0106643,803,0.0040482,688,,73.1117317,728,0.0128075,857,0.0047874,733
30,3.1293208,151,6.14E-04,178,3.25E-04,153,,5.4148193,204,8.70E-04,239,4.53E-04,206,,8.9383206,257,0.0013687,302,6.67E-04,259,,14.4048049,314,0.0022064,373,9.58E-04,316,,20.235454,378,0.0027392,447,0.0015012,382,,28.2950116,439,0.0038783,520,0.0018118,443,,35.6729044,496,0.0049607,582,0.0022608,498,,41.6172404,561,0.0075517,649,0.002924,561,,56.6180893,612,0.0092759,711,0.0035005,616,,58.3531371,687,0.0109876,803,0.0042152,688,,89.3444088,727,0.0126253,857,0.0049108,733
31,3.1973545,152,6.04E-04,178,2.64E-04,153,,6.6908973,204,8.49E-04,239,5.36E-04,206,,9.7764096,257,0.0014105,302,7.53E-04,259,,14.4777401,314,0.0022143,373,9.94E-04,316,,19.224572,379,0.0027251,447,0.0013919,382,,26.2177231,439,0.0039445,520,0.0017698,443,,33.9145405,496,0.0050588,582,0.0023721,498,,45.5371036,561,0.0069408,649,0.003299,561,,55.7457448,611,0.0084094,711,0.0036372,616,,58.5820414,687,0.0111684,803,0.0041201,688,,76.5517491,727,0.0130115,857,0.0047588,733
32,2.8982627,151,7.50E-04,178,2.82E-04,153,,5.0870606,204,8.69E-04,239,4.53E-04,206,,9.153155,257,0.0016249,302,6.92E-04,259,,15.5057885,312,0.0020308,373,0.0010715,316,,20.8731468,379,0.0029631,447,0.0013944,382,,32.0474385,439,0.0036611,520,0.0018791,443,,35.5644983,496,0.0048785,582,0.0024537,498,,45.8122854,561,0.0072486,649,0.0028727,561,,52.1711139,612,0.0088158,711,0.0041675,616,,57.1311696,687,0.0106487,803,0.0041759,688,,84.9238684,727,0.0126387,857,0.0050005,733
33,2.859723,151,0.0010468,178,2.67E-04,153,,5.4877949,204,8.57E-04,239,4.56E-04,206,,9.0937066,257,0.0013637,302,6.89E-04,259,,14.8517489,313,0.0030225,373,9.71E-04,316,,20.2278241,379,0.002963,447,0.0019433,382,,28.0985353,438,0.0044276,520,0.0017936,443,,35.9138544,497,0.004986,582,0.0022686,498,,46.4175946,560,0.0068793,649,0.0031182,561,,51.8682349,610,0.009158,711,0.0033421,616,,60.6452629,687,0.0117382,803,0.0044705,688,,75.0603406,727,0.0139344,857,0.004809,733
34,3.0372509,151,6.15E-04,178,3.47E-04,153,,5.5028357,204,8.39E-04,239,4.52E-04,206,,9.3169328,257,0.0014346,302,7.06E-04,259,,16.1674185,311,0.0022437,373,0.0011049,316,,22.4701242,379,0.0027241,447,0.0014633,382,,30.7677359,439,0.0041997,520,0.0019795,443,,32.7008829,496,0.0056038,582,0.0022593,498,,40.9030929,561,0.0067081,649,0.0028751,561,,50.888865,611,0.0085014,711,0.0034142,616,,62.1262961,686,0.0112034,803,0.0041062,688,,73.087513,727,0.0124943,857,0.0048388,733
35,2.7836196,151,7.74E-04,178,3.33E-04,153,,5.1007397,204,8.95E-04,239,4.62E-04,206,,9.3428522,257,0.0015965,302,6.91E-04,259,,14.0606907,312,0.0021572,373,0.0011489,316,,20.600517,378,0.0027615,447,0.0014926,382,,31.0927489,439,0.0038309,520,0.001962,443,,31.6956605,496,0.0114397,582,0.0028204,498,,42.4017584,561,0.0074491,649,0.0029077,561,,51.2805284,612,0.0093552,711,0.0041466,616,,58.9471985,687,0.010974,803,0.0043629,688,,78.1277448,727,0.0129499,857,0.0053236,733
36,2.7656494,152,4.99E-04,178,2.71E-04,153,,5.8215395,204,8.58E-04,239,4.56E-04,206,,8.4397679,257,0.0014179,302,6.89E-04,259,,14.5654393,313,0.0025201,373,0.001154,316,,21.3613861,378,0.0027623,447,0.0018565,382,,29.8884002,439,0.0040431,520,0.0018829,443,,38.9753054,496,0.0048967,582,0.003231,498,,44.826838,561,0.0066319,649,0.002918,561,,54.030812,611,0.0085377,711,0.0034486,616,,59.3047615,687,0.0110431,803,0.0048871,688,,74.7961178,728,0.013297,857,0.0048247,733
37,2.8993978,151,6.19E-04,178,3.02E-04,153,,5.2101624,204,8.83E-04,239,4.52E-04,206,,8.8250248,256,0.0017457,302,7.32E-04,259,,17.929725,311,0.0021902,373,0.0011327,316,,23.7408695,379,0.0029007,447,0.0014295,382,,28.0525578,439,0.0038532,520,0.0022764,443,,35.2623618,496,0.0078645,582,0.0023532,498,,42.3407083,560,0.0071988,649,0.0029608,561,,53.1288879,612,0.0086687,711,0.0036202,616,,56.7978778,687,0.0113948,803,0.0040657,688,,74.7543974,727,0.0124622,857,0.0048445,733
38,3.2542067,151,5.99E-04,178,3.68E-04,153,,5.6408536,204,8.37E-04,239,4.56E-04,206,,9.0473242,257,0.0014608,302,7.02E-04,259,,14.0016371,312,0.0021274,373,9.66E-04,316,,18.6200643,379,0.0039064,447,0.0014284,382,,26.5639591,439,0.0040791,520,0.0019574,443,,34.5283595,496,0.0056077,582,0.0022384,498,,41.2017122,560,0.0074321,649,0.0030582,561,,51.4756289,612,0.0085878,711,0.0036029,616,,64.046869,687,0.0115069,803,0.004255,688,,78.5835349,727,0.013167,857,0.004911,733
39,2.965496,150,6.84E-04,178,3.88E-04,153,,5.7111141,204,8.61E-04,239,4.83E-04,206,,8.8424694,257,0.0013732,302,6.92E-04,259,,16.7411294,311,0.0023115,373,0.0011241,316,,21.7739736,379,0.0034274,447,0.0013797,382,,29.0149535,439,0.0040972,520,0.0019429,443,,36.8427826,496,0.0051975,582,0.0034149,498,,47.6307513,561,0.0076598,649,0.0028718,561,,51.0759623,611,0.008838,711,0.0037975,616,,57.9443808,687,0.0109496,803,0.0043,688,,75.6666767,727,0.0130329,857,0.004879,733
